ticket_id,title,description,category,priority,resolution,created_date,status,resolution_time_hours
TKT-000382,Database deadlock issues in AnalyticsDB,Query execution time increased by 78% on ProductionDB. Table [table_name] queries most affected.,Database,Medium,Resolved migration issues and successfully upgraded ProductionDB to version [new_version].,2025-06-28 10:36:48,Closed,62
TKT-000383,Switch port failure on SW-MGMT-01,Network equipment in Building A overheating. Temperature reading 23°C above normal.,Network,High,Implemented traffic shaping and upgraded [interface] bandwidth. Utilization reduced to 70%.,2025-10-04 10:36:48,Closed,61
TKT-000384,Power outage affecting datacenter rack R1,Automated backup job failed for PROD-WEB-01. Error code: ERR_001. Data integrity risk identified.,Infrastructure,Low,Balanced storage load across arrays. Optimized IOPS distribution and added performance monitoring.,2026-02-02 10:36:48,Resolved,64
TKT-000385,User unable to login to CRM,Data synchronization between Jira and [target_system] not working. 260 records affected.,Application,Low,Fixed [error_type] by updating application configuration. Deployed hotfix and verified error resolution.,2025-09-10 10:36:48,Resolved,38
TKT-000386,Disk space full on PROD-WEB-01,Power outage in datacenter affecting rack R4. UPS systems engaged. Estimated 2 minutes downtime.,Infrastructure,Low,Restarted application services. Investigated memory leak root cause and applied patches.,2025-09-22 10:36:48,Resolved,4
TKT-000387,Data breach investigation required,Antivirus software detected malware on workstation WS-002. File [filename] quarantined. User isolated.,Security,Low,Confirmed phishing attempt. Blocked sender and updated email filters. User security training scheduled.,2025-12-23 10:36:48,Resolved,57
TKT-000388,User unable to login to Jenkins,Database connectivity lost for HRMS. Connection pool exhausted. Application functionality severely limited.,Application,High,Applied application patch to fix [feature] functionality. Feature now working as expected.,2026-03-17 10:36:48,Closed,62
TKT-000389,Transaction log full in UserDB,Applications experiencing connection timeouts to ProductionDB. Connection pool showing [pool_size] active connections.,Database,Critical,Rebuilt fragmented indexes during maintenance window. Query performance restored to baseline.,2025-07-10 10:36:48,Resolved,18
TKT-000390,Database connection timeout - AnalyticsDB,Index fragmentation on [table_name] exceeds threshold. Query performance severely impacted.,Database,Critical,Rebuilt indexes on [table_name] and optimized query execution plans. Performance improved 93%.,2025-06-12 10:36:48,Closed,5
TKT-000391,SSL certificate expiring for mail.company.com,User mike.wilson reported suspicious email with attachment. Potential phishing attempt. Investigation needed.,Security,High,Renewed SSL certificate for mail.company.com. Certificate installed and verified across all services.,2026-02-01 10:36:48,Resolved,39
TKT-000392,Data breach investigation required,Antivirus definition update failed on 34 workstations. Systems vulnerable to latest threats.,Security,Critical,Updated firewall rules to restrict [port] access to authorized sources only. Security posture improved.,2025-11-08 10:36:48,Resolved,63
TKT-000393,VPN connection issues for remote users,Remote users unable to establish VPN connections. Authentication server [server] experiencing issues.,Security,Medium,Applied critical security patch for CVE-[cve_id]. System vulnerability resolved and verified.,2025-05-18 10:36:48,Closed,49
TKT-000394,Database connection timeout - AnalyticsDB,Replication lag detected in CustomerDB cluster. Secondary nodes 138 seconds behind primary.,Database,High,Added additional storage and configured automatic growth. Space monitoring alerts implemented.,2025-07-26 10:36:48,Resolved,8
TKT-000395,Single sign-on configuration issue,Employee sarah.johnson terminated. Access revocation required across all systems immediately.,Access Management,Low,Granted temporary elevated permissions to sarah.johnson. Automatic revocation scheduled for [date].,2025-09-27 10:36:48,Resolved,59
TKT-000396,Query performance degradation on CustomerDB,Replication lag detected in ProductionDB cluster. Secondary nodes 218 seconds behind primary.,Database,High,Resolved migration issues and successfully upgraded ProductionDB to version [new_version].,2025-03-28 10:36:48,Closed,1
TKT-000397,Server down - MAIL-SRV-02,Disk usage on MAIL-SRV-02 has reached 85% capacity. Critical system files may be affected. Immediate cleanup required.,Infrastructure,Critical,Balanced storage load across arrays. Optimized IOPS distribution and added performance monitoring.,2025-12-19 10:36:48,Closed,39
TKT-000398,Disk space full on APP-SRV-03,Memory consumption increasing steadily on DB-SERVER-02. 18GB RAM utilized. Application restart may be needed.,Infrastructure,Critical,Scheduled maintenance window. Successfully migrated VM with zero data loss.,2025-11-22 10:36:48,Closed,32
TKT-000399,Permission escalation required for john.doe,User david.brown needs temporary elevated permissions for SAP. Duration: 5 days.,Access Management,Medium,Granted mike.wilson appropriate access to Oracle EBS based on role [role]. Manager approval verified.,2025-06-18 10:36:48,Resolved,71
TKT-000400,CRM UI rendering problems,Users reporting [error_type] errors in ERP. Error occurs during [operation]. Multiple users affected.,Application,Critical,Updated CSS files and cleared browser cache. UI now rendering correctly across all browsers.,2025-08-01 10:36:48,Closed,41
TKT-000401,Server APP-SRV-03 not responding,Storage performance degraded. IOPS dropping below threshold. Multiple VMs affected on storage array SAN-02.,Infrastructure,Medium,Restored network connectivity. Updated routing tables and verified server accessibility.,2025-08-13 10:36:48,Resolved,34
TKT-000402,Service account password reset,Service account 8 password expired. [dependent_services] services affected.,Access Management,Critical,Completed [group_name] membership review. Removed 46 inactive members.,2025-07-01 10:36:48,Closed,35
TKT-000403,Antivirus signature update failed,Multiple failed login attempts detected for user david.brown from IP [ip_address]. Potential brute force attack.,Security,Low,Fixed antivirus update service and deployed latest definitions to all 17 workstations.,2025-05-26 10:36:48,Closed,26
TKT-000404,Query performance degradation on InventoryDB,Transaction log for CustomerDB at 71% capacity. Write operations may fail soon.,Database,Critical,Rebuilt fragmented indexes during maintenance window. Query performance restored to baseline.,2026-02-06 10:36:48,Resolved,31
TKT-000405,Data sync issues in Salesforce,Application CRM experiencing slow response times. Page load taking 34 seconds. User productivity impacted.,Application,High,Reset user credentials and cleared authentication cache. User successfully logged in.,2025-08-17 10:36:48,Closed,65
TKT-000406,Replication lag in UserDB cluster,Scheduled backup for InventoryDB failed at [time]. Error: [error_msg]. Data recovery risk identified.,Database,Critical,Identified problematic queries and optimized transaction isolation levels. Deadlock frequency reduced.,2026-01-18 10:36:48,Resolved,58
TKT-000407,User unable to login to CRM,Integration between Jira and Database Service broken. Data exchange failing with error ERR_004.,Application,Critical,Restarted database connection pool. Fixed connection string configuration and verified connectivity.,2026-02-27 10:36:48,Resolved,46
TKT-000408,Power outage affecting datacenter rack R2,Hardware diagnostic reports failure on PROD-WEB-01. Component replacement required. Service impact expected.,Infrastructure,Critical,Replaced faulty hardware component. Ran full diagnostics and confirmed system stability.,2025-11-12 10:36:48,Resolved,41
TKT-000409,Feature not working in SharePoint,Deployment of SharePoint version [version] failed during [stage] stage. Rollback initiated to maintain service.,Application,High,Fixed [error_type] by updating application configuration. Deployed hotfix and verified error resolution.,2025-06-29 10:36:48,Closed,63
TKT-000410,Role-based access review required,Service account 43 password expired. [dependent_services] services affected.,Access Management,Low,Granted temporary elevated permissions to mike.wilson. Automatic revocation scheduled for [date].,2025-10-23 10:36:48,Closed,40
TKT-000411,Integration failure between SharePoint and Mail Service,Database connectivity lost for CRM. Connection pool exhausted. Application functionality severely limited.,Application,Critical,Restarted database connection pool. Fixed connection string configuration and verified connectivity.,2026-01-29 10:36:48,Resolved,72
TKT-000412,SSL certificate expiring for mail.company.com,Remote users unable to establish VPN connections. Authentication server [server] experiencing issues.,Security,Critical,Renewed SSL certificate for api.company.com. Certificate installed and verified across all services.,2026-01-21 10:36:48,Resolved,71
TKT-000413,Hardware failure detected on DB-SERVER-02,Server APP-SRV-03 ping timeouts detected. Network connectivity issues suspected. Multiple service dependencies affected.,Infrastructure,Medium,Cleaned up temporary files and logs. Implemented automated cleanup scripts and storage monitoring.,2025-10-16 10:36:48,Resolved,18
